Bg-Train-True,Bg-Train-Pred,Nw-min,Nw-max,Num-Nw
0.847153,0.8459542,4114.81005859375,96949.8359375,11.0
0.3624439,0.36256102,180.1380157470703,46097.47265625,8.0
0.84065276,0.83777803,3989.301513671875,15589.24609375,5.0
0.57215095,0.57060945,930.2718505859375,93992.7109375,8.0
1.2468921,1.2475379,27225.607421875,75670.0078125,7.0
0.40625757,0.40664136,2081.544189453125,44691.42578125,3.0
0.97029126,0.97893935,71124.2890625,88346.296875,2.0
0.36648786,0.3662839,345.2364196777344,96949.8359375,7.0
0.93179315,0.92990416,7186.24853515625,96949.8359375,5.0
0.9738572,0.96908593,19364.01953125,49043.66796875,2.0
0.5180203,0.51793945,1575.1046142578125,91125.78125,10.0
0.77850497,0.7785229,2926.62939453125,49043.66796875,7.0
0.9989604,0.995039,11087.740234375,75670.0078125,4.0
1.1808112,1.1786358,29876.955078125,73361.9453125,4.0
1.0265814,1.0170865,59060.953125,80506.25,3.0
0.5138045,0.5132338,726.0834350585938,16079.703125,12.0
0.6596309,0.6575481,30816.919921875,66851.6484375,2.0
