Bth-Train-True,Bth-Train-Pred,Nw-min,Nw-max,Num-Nw
0.52673745,0.52159196,31786.458984375,93992.7109375,9.0
0.401578,0.40482074,5437.8349609375,75670.0078125,7.0
0.4831304,0.48518813,19364.01953125,64812.5625,6.0
0.30625674,0.3038167,7645.53857421875,91125.78125,11.0
0.2858156,0.28608078,52178.1640625,96949.8359375,9.0
0.5188074,0.5468117,4955.26953125,64812.5625,7.0
0.35492796,0.3562559,4804.12548828125,25590.0859375,7.0
0.4573179,0.4573369,9496.826171875,96949.8359375,7.0
0.49381933,0.48856196,3635.281982421875,96949.8359375,10.0
0.44558638,0.44595295,8926.32421875,42006.68359375,7.0
0.7671381,0.7634729,21918.31640625,93992.7109375,9.0
0.39417368,0.4001253,85651.5859375,96949.8359375,3.0
0.26376668,0.26882327,49043.66796875,93992.7109375,9.0
0.36218083,0.36308798,3524.400146484375,66851.6484375,6.0
0.4407295,0.44002134,21918.31640625,43328.265625,3.0
0.49355,0.4917418,26395.181640625,68954.8828125,4.0
0.6513102,0.6823882,3524.400146484375,78050.6796875,7.0
0.24984911,0.24969834,1391.546630859375,52178.1640625,5.0
0.2666819,0.26982853,1575.1046142578125,85651.5859375,10.0
0.61119735,0.6127386,25590.0859375,59060.953125,4.0
0.2204631,0.21649969,31786.458984375,53819.75390625,2.0
0.3594498,0.36695427,38278.91796875,91125.78125,11.0
0.35672814,0.35510677,1896.823486328125,88346.296875,7.0
0.25674397,0.2584184,641.4678344726562,80506.25,9.0
0.66826475,0.6226515,4244.26708984375,88346.296875,8.0
0.5884439,0.58906776,28965.658203125,83039.078125,7.0
0.6808474,0.6124971,3524.400146484375,75670.0078125,11.0
0.46543378,0.46653503,11436.57421875,85651.5859375,7.0
0.35679162,0.3567279,4515.52783203125,8654.056640625,2.0
0.4406944,0.44045246,43328.265625,96949.8359375,7.0
0.273759,0.27404276,442.3233947753906,93992.7109375,12.0
0.59281147,0.59067833,23319.166015625,93992.7109375,10.0
0.31536376,0.314699,930.2718505859375,30816.919921875,11.0
0.3627317,0.3631419,5437.8349609375,19364.01953125,5.0
0.28469566,0.28612548,930.2718505859375,930.2718505859375,1.0
0.4918254,0.49174032,16079.703125,96949.8359375,5.0
0.37353584,0.37754324,4515.52783203125,4515.52783203125,1.0
0.32898653,0.32921487,6754.5498046875,24052.81640625,4.0
0.346028,0.34783676,3416.900146484375,19364.01953125,3.0
0.26819438,0.27262664,1728.4951171875,96949.8359375,8.0
0.26254472,0.26279068,821.8606567382812,57259.49609375,3.0
0.22354034,0.22244312,38278.91796875,83039.078125,3.0
0.2533025,0.25351503,2214.58056640625,38278.91796875,4.0
0.3604989,0.3661471,18773.384765625,91125.78125,4.0
0.4669587,0.46845543,13352.4375,40725.41015625,2.0
0.4330452,0.43301722,6155.13623046875,96949.8359375,9.0
0.2709489,0.26657587,53819.75390625,93992.7109375,7.0
0.45498967,0.45813575,21249.771484375,52178.1640625,2.0
0.24233127,0.24303338,930.2718505859375,83039.078125,10.0
0.35372055,0.35355264,5111.16845703125,75670.0078125,6.0
0.32917207,0.33093977,3867.621337890625,78050.6796875,7.0
0.745342,0.7263197,43328.265625,96949.8359375,10.0
0.30860406,0.30937907,772.4891357421875,30816.919921875,12.0
0.3284502,0.32804722,3989.301513671875,88346.296875,8.0
0.5586814,0.53838,3524.400146484375,78050.6796875,4.0
0.46576756,0.46372175,9207.1572265625,57259.49609375,5.0
0.46273875,0.46332246,9207.1572265625,64812.5625,9.0
0.49154708,0.49074665,16079.703125,88346.296875,2.0
0.44035769,0.4443035,13352.4375,85651.5859375,7.0
0.27363908,0.27599934,516.4216918945312,26395.181640625,7.0
0.3916948,0.39900202,4114.81005859375,52178.1640625,4.0
0.26620948,0.26804525,1268.0577392578125,1268.0577392578125,1.0
0.7044934,0.710001,7886.07666015625,42006.68359375,3.0
0.36704043,0.36528844,6754.5498046875,47547.7578125,8.0
0.4980801,0.5284415,7186.24853515625,91125.78125,4.0
0.56719255,0.5580729,37111.34765625,85651.5859375,2.0
0.429272,0.4318493,5967.39453125,71124.2890625,8.0
0.48555773,0.4868133,11436.57421875,52178.1640625,4.0
0.5056421,0.50048375,23319.166015625,85651.5859375,5.0
0.43741065,0.43765932,20601.619140625,68954.8828125,10.0
0.421841,0.4231472,8654.056640625,85651.5859375,11.0
0.26158518,0.25377008,50586.64453125,96949.8359375,8.0
0.30477315,0.30136198,1268.0577392578125,17645.61328125,2.0
0.7132801,0.7312126,13352.4375,50586.64453125,7.0
0.47645992,0.4755486,15113.7490234375,62835.67578125,5.0
0.39758056,0.4005889,3749.652587890625,80506.25,9.0
0.55474615,0.57773405,46097.47265625,46097.47265625,1.0
0.39223695,0.39482403,5437.8349609375,28082.158203125,2.0
0.7055992,0.71133935,52178.1640625,91125.78125,6.0
0.29865447,0.30052233,989.7276611328125,9496.826171875,2.0
0.3603552,0.3600015,5785.37939453125,38278.91796875,3.0
0.37074924,0.37476125,2585.568603515625,38278.91796875,12.0
0.33335945,0.33499977,1391.546630859375,46097.47265625,6.0
0.48269582,0.48309484,18773.384765625,78050.6796875,5.0
0.36682606,0.36678323,7412.3369140625,52178.1640625,6.0
0.68953633,0.6371016,8654.056640625,85651.5859375,6.0
0.42289495,0.42294857,21249.771484375,91125.78125,5.0
0.7255908,0.72918534,59060.953125,59060.953125,1.0
0.5380847,0.5270555,21918.31640625,68954.8828125,4.0
0.25837767,0.26109916,602.9329833984375,40725.41015625,11.0
0.28750658,0.28700793,174.6435089111328,55512.98828125,10.0
0.35700217,0.35635114,1728.4951171875,12945.166015625,4.0
0.32560766,0.32668322,3018.70458984375,20601.619140625,5.0
0.32843226,0.32843232,1155.5274658203125,78050.6796875,11.0
0.39009124,0.3943785,821.8606567382812,21918.31640625,4.0
0.36166403,0.36342975,14652.7548828125,78050.6796875,12.0
0.37371564,0.37807372,1229.3798828125,85651.5859375,11.0
0.4321292,0.4348164,8654.056640625,62835.67578125,7.0
0.4628651,0.46428657,9207.1572265625,96949.8359375,10.0
0.3821143,0.3873395,52178.1640625,93992.7109375,7.0
0.35751158,0.35970056,3113.677001953125,85651.5859375,8.0
0.27581385,0.2785574,847.7174682617188,23319.166015625,7.0
0.437604,0.43863645,5785.37939453125,80506.25,9.0
0.38961744,0.39596874,47547.7578125,47547.7578125,1.0
0.325346,0.32783708,3635.281982421875,3635.281982421875,1.0
0.6073232,0.58988035,17645.61328125,17645.61328125,1.0
0.3165698,0.31651306,874.3876953125,64812.5625,10.0
0.38479385,0.38735065,11087.740234375,55512.98828125,4.0
0.33243668,0.33084184,549.4274291992188,15113.7490234375,8.0
0.4765971,0.4773319,12945.166015625,93992.7109375,12.0
0.43191922,0.43651706,6548.52490234375,11796.3837890625,3.0
0.33145776,0.33307624,1391.546630859375,85651.5859375,12.0
0.40303683,0.40412974,6754.5498046875,24809.546875,3.0
0.35502398,0.3585261,2018.0538330078125,31786.458984375,5.0
0.38552725,0.38812596,3211.636962890625,93992.7109375,9.0
0.60058177,0.6877203,34881.9609375,88346.296875,3.0
0.37177432,0.3693371,53819.75390625,93992.7109375,4.0
0.25795284,0.26345086,52178.1640625,88346.296875,9.0
0.43305647,0.4319752,1896.823486328125,19973.236328125,5.0
0.4700356,0.46892926,9795.607421875,60919.08203125,8.0
0.59704065,0.5828774,28965.658203125,32786.5,2.0
0.35318682,0.35752553,1675.773193359375,46097.47265625,7.0
0.25936043,0.2581138,5271.97216796875,37111.34765625,6.0
0.5209758,0.5357989,2430.245849609375,2430.245849609375,1.0
0.5117794,0.52246284,4657.591796875,42006.68359375,11.0
0.46842232,0.46971846,10103.7900390625,88346.296875,11.0
0.37696797,0.37747663,5608.916015625,75670.0078125,11.0
0.6259301,0.62544996,19364.01953125,85651.5859375,9.0
0.54534614,0.49033216,1624.659423828125,1624.659423828125,1.0
0.27125442,0.27013764,9207.1572265625,9207.1572265625,1.0
0.24329953,0.2339025,55512.98828125,96949.8359375,8.0
0.4908687,0.48715952,12945.166015625,57259.49609375,4.0
0.3833422,0.3889617,3635.281982421875,38278.91796875,7.0
0.35472977,0.35554844,1956.4998779296875,73361.9453125,4.0
0.2983821,0.29959375,1624.659423828125,96949.8359375,10.0
0.76067376,0.6930863,7186.24853515625,73361.9453125,9.0
0.4105491,0.40909648,53819.75390625,53819.75390625,1.0
0.36414132,0.3651785,8134.18212890625,93992.7109375,6.0
0.4422299,0.4446236,7412.3369140625,78050.6796875,7.0
0.38104987,0.38413277,661.6492309570312,6548.52490234375,4.0
0.2954328,0.29618067,1782.875732421875,7186.24853515625,6.0
0.35138398,0.35112506,2147.0322265625,75670.0078125,10.0
0.65770006,0.6720419,34881.9609375,93992.7109375,8.0
0.64025974,0.65809023,11796.3837890625,71124.2890625,9.0
0.54946864,0.5424236,26395.181640625,55512.98828125,5.0
0.26649195,0.26785204,1020.86572265625,31786.458984375,10.0
0.5123465,0.5118042,35979.390625,85651.5859375,2.0
0.29223153,0.28944862,28082.158203125,28082.158203125,1.0
0.30266717,0.30158368,1391.546630859375,62835.67578125,9.0
0.40360975,0.40537548,21918.31640625,66851.6484375,7.0
0.41757846,0.41670072,20601.619140625,23319.166015625,2.0
0.571168,0.6246854,3524.400146484375,62835.67578125,5.0
0.31226012,0.31185842,989.7276611328125,57259.49609375,12.0
0.36464772,0.3751583,1268.0577392578125,80506.25,11.0
0.42330658,0.4257717,16585.58984375,16585.58984375,1.0
0.47019613,0.46890947,21249.771484375,91125.78125,10.0
0.773445,0.788308,27225.607421875,78050.6796875,10.0
0.30718535,0.30706006,821.8606567382812,68954.8828125,9.0
0.3793605,0.37420112,13352.4375,85651.5859375,8.0
0.3032599,0.30196965,6754.5498046875,6754.5498046875,1.0
0.46905655,0.4702073,9496.826171875,75670.0078125,6.0
0.3190072,0.32241875,261.24041748046875,40725.41015625,11.0
0.4080429,0.40708372,6155.13623046875,85651.5859375,7.0
0.29293135,0.29202867,726.0834350585938,53819.75390625,9.0
0.43364018,0.43553525,44691.42578125,78050.6796875,5.0
0.38203835,0.38265812,4114.81005859375,35979.390625,5.0
0.59328234,0.6193278,3018.70458984375,3113.677001953125,2.0
0.3675986,0.36703998,2147.0322265625,27225.607421875,7.0
0.48740172,0.48441693,16079.703125,53819.75390625,3.0
0.46397707,0.46224007,8654.056640625,66851.6484375,11.0
0.7419573,0.7315272,35979.390625,35979.390625,1.0
0.47582662,0.47838703,26395.181640625,49043.66796875,5.0
0.3546259,0.35462233,40725.41015625,96949.8359375,5.0
0.33437863,0.3327591,2356.119384765625,91125.78125,8.0
0.547094,0.5405911,20601.619140625,46097.47265625,3.0
0.43876216,0.4405334,6348.78466796875,78050.6796875,6.0
0.30053118,0.30057198,2585.568603515625,2585.568603515625,1.0
0.28239888,0.28355068,1155.5274658203125,75670.0078125,7.0
0.39260963,0.3946184,47547.7578125,47547.7578125,1.0
0.4969001,0.4961338,38278.91796875,62835.67578125,4.0
0.2679848,0.2705296,378.8570251464844,80506.25,11.0
0.25283763,0.25073364,1155.5274658203125,96949.8359375,9.0
0.34997517,0.35170802,2430.245849609375,44691.42578125,6.0
0.817878,0.77521217,23319.166015625,96949.8359375,8.0
0.35978082,0.35933095,2430.245849609375,50586.64453125,6.0
0.44000995,0.44024545,7645.53857421875,78050.6796875,10.0
0.3561362,0.35791567,3989.301513671875,33818.00390625,2.0
0.30052066,0.30050865,1956.4998779296875,34881.9609375,6.0
0.36002618,0.35914433,53819.75390625,83039.078125,10.0
0.3019515,0.3014714,2081.544189453125,91125.78125,6.0
0.2840147,0.28509665,1527.0614013671875,1527.0614013671875,1.0
0.41885945,0.4228868,4657.591796875,91125.78125,12.0
0.4783049,0.48250887,23319.166015625,64812.5625,3.0
0.3051306,0.30870828,367.30126953125,62835.67578125,11.0
0.34908998,0.340962,796.7926025390625,21918.31640625,4.0
0.6213257,0.6948918,6967.056640625,18773.384765625,3.0
0.25760505,0.25979,5608.916015625,73361.9453125,5.0
0.48749077,0.4891976,11796.3837890625,88346.296875,11.0
0.31041867,0.3082561,31786.458984375,37111.34765625,2.0
0.2940033,0.2935015,1527.0614013671875,91125.78125,11.0
0.33307618,0.3344986,2018.0538330078125,44691.42578125,4.0
0.4913276,0.49499315,15113.7490234375,71124.2890625,6.0
0.5246066,0.52471006,29876.955078125,73361.9453125,7.0
0.7306675,0.7294444,11796.3837890625,91125.78125,9.0
0.47489157,0.4823795,20601.619140625,75670.0078125,3.0
0.34844342,0.33967647,500.6700134277344,55512.98828125,9.0
0.31929335,0.32017022,1896.823486328125,13352.4375,3.0
0.5402025,0.54279816,3635.281982421875,52178.1640625,4.0
0.36586732,0.36519587,2356.119384765625,68954.8828125,4.0
0.29751712,0.3028993,1480.4835205078125,78050.6796875,6.0
0.63939476,0.63639486,34881.9609375,34881.9609375,1.0
0.42635912,0.4279675,6548.52490234375,75670.0078125,12.0
0.5249424,0.60909736,3749.652587890625,85651.5859375,12.0
0.31437594,0.3200642,324.4970703125,19364.01953125,2.0
0.32796812,0.32143304,53819.75390625,91125.78125,7.0
0.38223195,0.38382238,3211.636962890625,85651.5859375,10.0
0.4582677,0.46790016,78050.6796875,78050.6796875,1.0
0.37923113,0.37999576,3867.621337890625,12945.166015625,3.0
0.5359557,0.5614439,2081.544189453125,96949.8359375,10.0
0.33070344,0.32737032,55512.98828125,93992.7109375,6.0
0.45544368,0.45824984,7645.53857421875,83039.078125,9.0
0.5734657,0.6511805,5785.37939453125,93992.7109375,3.0
0.32684016,0.32711232,1838.96728515625,93992.7109375,10.0
0.22895896,0.23719859,28965.658203125,28965.658203125,1.0
0.69258404,0.6940968,12167.5126953125,88346.296875,3.0
0.3576928,0.35908458,2356.119384765625,91125.78125,9.0
0.34436548,0.34438863,1956.4998779296875,93992.7109375,11.0
0.26306856,0.26471716,516.4216918945312,91125.78125,7.0
0.51003563,0.5164027,3989.301513671875,4377.796875,2.0
0.49736783,0.5014396,31786.458984375,85651.5859375,10.0
0.31369478,0.3095427,23319.166015625,23319.166015625,1.0
0.46015787,0.46014127,8134.18212890625,85651.5859375,2.0
0.7517532,0.65743375,3524.400146484375,80506.25,9.0
0.37712377,0.37934995,7186.24853515625,7186.24853515625,1.0
0.45056498,0.4535297,22607.892578125,83039.078125,7.0
0.29999363,0.30283433,49043.66796875,96949.8359375,3.0
0.45878533,0.46255302,11436.57421875,64812.5625,4.0
0.2891142,0.28810662,959.539306640625,13352.4375,7.0
0.26310146,0.25463897,49043.66796875,96949.8359375,9.0
0.29160875,0.29379448,989.7276611328125,80506.25,8.0
0.39280963,0.39143944,3635.281982421875,91125.78125,11.0
0.75097895,0.7610053,23319.166015625,91125.78125,11.0
0.7939997,0.75814855,18773.384765625,83039.078125,2.0
0.42120188,0.42643273,12550.3173828125,93992.7109375,7.0
0.7288004,0.67231333,4804.12548828125,64812.5625,9.0
0.4722612,0.47584605,11796.3837890625,96949.8359375,7.0
0.31085902,0.31162196,959.539306640625,24052.81640625,10.0
0.49428588,0.49599135,14652.7548828125,88346.296875,9.0
0.38990265,0.393638,959.539306640625,27225.607421875,5.0
0.41209492,0.4141513,13772.521484375,62835.67578125,4.0
0.42244717,0.4246371,6754.5498046875,83039.078125,11.0
0.41329598,0.41124645,1155.5274658203125,96949.8359375,4.0
0.3806055,0.3739774,53819.75390625,88346.296875,7.0
0.80572724,0.7522265,20601.619140625,88346.296875,8.0
0.36008054,0.35399336,1728.4951171875,75670.0078125,9.0
0.77257526,0.72043717,11436.57421875,73361.9453125,5.0
0.4986235,0.49711752,13772.521484375,93992.7109375,8.0
0.26450622,0.26681104,28082.158203125,93992.7109375,10.0
0.23267004,0.2327422,38278.91796875,96949.8359375,11.0
0.4783237,0.4805034,17645.61328125,55512.98828125,6.0
0.35117558,0.343435,1391.546630859375,40725.41015625,5.0
0.3154778,0.31464624,2284.25390625,4955.26953125,2.0
0.3241264,0.32728752,7645.53857421875,7645.53857421875,1.0
0.74287,0.7657672,27225.607421875,62835.67578125,3.0
0.32963175,0.3280923,3018.70458984375,96949.8359375,10.0
0.5799078,0.56851226,2018.0538330078125,85651.5859375,6.0
0.6321423,0.6831504,6754.5498046875,7886.07666015625,2.0
0.4191318,0.41802728,8926.32421875,55512.98828125,5.0
0.50206643,0.50140655,37111.34765625,88346.296875,6.0
0.3972187,0.3964717,3867.621337890625,47547.7578125,7.0
0.36374515,0.3602425,12945.166015625,68954.8828125,8.0
0.44545746,0.45092303,11436.57421875,11436.57421875,1.0
0.7929684,0.79412985,31786.458984375,78050.6796875,6.0
0.3869815,0.3861096,3989.301513671875,85651.5859375,4.0
0.25218108,0.25433627,1782.875732421875,60919.08203125,5.0
0.73815405,0.70426005,5785.37939453125,88346.296875,8.0
0.6971506,0.6746832,8134.18212890625,85651.5859375,7.0
0.57457495,0.5824704,11087.740234375,57259.49609375,6.0
0.38820344,0.38392743,2837.3623046875,96949.8359375,10.0
0.3015754,0.30322462,11796.3837890625,93992.7109375,8.0
0.33801076,0.3389398,9207.1572265625,83039.078125,8.0
0.37344873,0.36786294,428.8318176269531,46097.47265625,12.0
0.34677598,0.34713137,2837.3623046875,88346.296875,8.0
0.30488217,0.302677,847.7174682617188,47547.7578125,5.0
0.37183836,0.37407106,14652.7548828125,75670.0078125,2.0
0.7583735,0.6993091,6548.52490234375,96949.8359375,4.0
0.44718152,0.44563454,10103.7900390625,75670.0078125,11.0
0.6695607,0.6562598,37111.34765625,93992.7109375,3.0
0.3234934,0.31665683,24052.81640625,24052.81640625,1.0
0.42234337,0.42369753,7186.24853515625,78050.6796875,10.0
0.32098252,0.31622574,989.7276611328125,75670.0078125,8.0
0.38979024,0.38907498,2926.62939453125,93992.7109375,11.0
0.29549858,0.2922229,703.936767578125,28082.158203125,5.0
0.32905513,0.32524884,6754.5498046875,88346.296875,12.0
0.39966843,0.39229923,23319.166015625,23319.166015625,1.0
0.3133238,0.31197852,1349.1021728515625,96949.8359375,9.0
0.2849647,0.2836523,549.4274291992188,549.4274291992188,1.0
0.33183426,0.33118266,901.8970336914062,60919.08203125,10.0
0.30363792,0.30296057,989.7276611328125,88346.296875,4.0
0.41263205,0.41318992,42006.68359375,88346.296875,6.0
0.5010065,0.50113624,12167.5126953125,91125.78125,6.0
0.35700363,0.3553415,55512.98828125,96949.8359375,9.0
0.396576,0.3908255,16585.58984375,91125.78125,9.0
0.6145029,0.5840413,31786.458984375,59060.953125,4.0
0.29675037,0.2964849,621.9020385742188,49043.66796875,9.0
0.46813905,0.51591694,1480.4835205078125,20601.619140625,6.0
0.2991817,0.2980891,796.7926025390625,75670.0078125,7.0
0.3363651,0.3352215,15113.7490234375,43328.265625,2.0
0.6131557,0.7107762,88346.296875,88346.296875,1.0
0.32428017,0.32219133,1480.4835205078125,68954.8828125,10.0
0.30610615,0.3009382,4804.12548828125,53819.75390625,7.0
0.36469242,0.3479579,28082.158203125,68954.8828125,2.0
0.41801625,0.41706878,55512.98828125,78050.6796875,4.0
0.4048037,0.40277082,4244.26708984375,71124.2890625,3.0
0.7707037,0.7749138,31786.458984375,96949.8359375,8.0
0.39628625,0.39618924,3989.301513671875,80506.25,10.0
0.47407007,0.47158682,15113.7490234375,53819.75390625,5.0
0.4298007,0.42853525,7412.3369140625,78050.6796875,9.0
0.63522214,0.63873243,19364.01953125,91125.78125,10.0
0.24682932,0.2441945,57259.49609375,83039.078125,4.0
0.3165006,0.3273165,3989.301513671875,11796.3837890625,4.0
0.25301424,0.25439426,55512.98828125,96949.8359375,9.0
0.32532045,0.32419735,1268.0577392578125,88346.296875,11.0
0.46360368,0.4644419,8390.09375,96949.8359375,6.0
0.25343472,0.2878412,62835.67578125,78050.6796875,3.0
0.48781413,0.4883229,12167.5126953125,93992.7109375,9.0
0.43685699,0.43362093,16079.703125,16079.703125,1.0
0.7363044,0.7328408,14205.822265625,20601.619140625,3.0
